"TransactionNo","LogSalePrice","SalePrice","DateOfSale","NumberOfBedrooms","NumberOfBathrooms","NumberOfFloors","LivingSpace","TotalArea","AboveGroundFloor","ConstructionYear","RenovationYear","BasementSize","WaterfronView","View","ZipCode","RenovationFlag","WaterfrontView","SeattleFlag","DaysSinceSale","SaleYear","SaleMonth","condition","grade"
"189",112900110,12.7512996960135,345000,"20140903T000000","3","2.5","2",1620,5992,1620,2001,0,0,0,"0",98019,"No","0","No",914,2014,9,3,7
"190",114100131,13.2356027730108,559950,"20150114T000000","5","3.5","2",2450,8193,2450,2005,0,0,0,"0",98028,"No","0","No",781,2015,1,3,9
"191",114100155,12.7798730684576,355000,"20140627T000000","2","2.25","2",1330,10838,1330,1985,0,0,0,"0",98028,"No","0","No",982,2014,6,3,8
"192",114100234,12.9054503758408,402500,"20150430T000000","3","2.25","2",2160,9540,2160,1979,0,0,0,"0",98028,"No","0","No",675,2015,4,3,8
"193",114100297,12.8992198260901,4e+05,"20140922T000000","3","1.75","1",1560,8456,1560,1970,0,0,0,"0",98028,"No","0","No",895,2014,9,5,7
"194",114100304,13.1519221796459,515000,"20141203T000000","4","2.5","2",2800,21370,2800,2003,0,0,0,"0",98028,"No","0","No",823,2014,12,3,8
"195",114100314,12.5602444592508,285000,"20150318T000000","3","1.5","1",1480,7117,1170,1960,0,310,0,"0",98028,"No","0","No",718,2015,3,3,7
"196",114100354,12.4252081754468,249000,"20141212T000000","3","1","1",1090,10296,1090,1950,0,0,0,"0",98028,"No","0","No",814,2014,12,4,6
"197",114100745,13.0710700830168,475000,"20140506T000000","6","3","1.5",3470,117612,3470,1924,0,0,0,"0",98028,"No","0","No",1034,2014,5,3,7
"198",114100758,12.9480099902596,420000,"20141022T000000","2","1","1",960,112384,960,1955,0,0,0,"0",98028,"No","0","No",865,2014,10,3,7
"199",114100763,12.3458345879053,230000,"20140728T000000","3","0.75","1",1040,15000,1040,1941,0,0,0,"0",98028,"No","0","No",951,2014,7,3,6
"200",114100791,12.4292161968444,250000,"20150403T000000","3","1.5","1",1170,9848,1170,1963,0,0,0,"0",98028,"No","0","No",702,2015,4,3,7
"201",114101055,12.8557902681628,383000,"20141223T000000","3","2.5","2",1720,10031,1720,1993,0,0,0,"0",98028,"No","0","No",803,2014,12,3,8
"202",114101161,13.0815413828841,480000,"20140829T000000","3","1.5","1",2100,67269,1220,1949,0,880,0,"0",98028,"No","0","No",919,2014,8,4,7
"203",114101426,12.8346813049525,375000,"20140617T000000","3","1.75","1",1160,22470,1160,1976,0,0,0,"0",98028,"No","0","No",992,2014,6,4,7
"204",114101500,12.6915804613119,325000,"20150417T000000","4","1.75","1",1370,9993,1370,1918,0,0,0,"0",98028,"No","0","No",688,2015,4,3,6
"205",114101505,13.3534750983677,630000,"20150423T000000","5","3.5","2",4060,8309,2960,2001,0,1100,0,"0",98028,"No","0","No",682,2015,4,3,9
"206",114101516,12.6443275764613,310000,"20140528T000000","3","1","1.5",1430,19901,1430,1927,0,0,0,"0",98028,"No","0","No",1012,2014,5,4,7
"207",114101540,12.9360337992128,415000,"20140821T000000","3","1","1",2020,19210,1760,1949,0,260,0,"0",98028,"No","0","No",927,2014,8,3,6
"208",114700150,12.3715870840077,236000,"20141114T000000","3","1.75","1",1560,10919,1560,1975,0,0,0,"0",98023,"No","0","No",842,2014,11,3,7
"209",117000001,13.1993244185405,540000,"20140527T000000","4","4.25","2",1960,3565,1960,1940,2003,0,0,"0",98116,"Yes","0","Yes",1013,2014,5,3,7
"210",117000003,13.2963166845278,595000,"20140919T000000","4","2.25","1.5",1920,3225,1300,1923,0,620,0,"0",98116,"No","0","Yes",898,2014,9,5,7
"211",117000100,13.4298480771523,680000,"20150319T000000","3","1.75","1",1660,5750,1080,1909,0,580,0,"0",98116,"No","0","Yes",717,2015,3,4,7
"212",120059044,12.4292161968444,250000,"20150217T000000","3","1.75","1",1628,286355,1628,1996,0,0,0,"0",98092,"No","0","No",747,2015,2,3,7
"213",120069003,13.1123130415508,495000,"20141201T000000","4","3","2",3620,403693,3620,1980,0,0,0,"2",98022,"No","0","No",825,2014,12,3,9
"214",120069059,13.2176735572087,550000,"20140804T000000","3","2.5","2.5",2920,169448,2920,1990,0,0,0,"0",98022,"No","0","No",944,2014,8,3,9
"215",121029034,13.2158537204917,549000,"20140624T000000","2","1","1",2034,13392,1159,1947,0,875,1,"4",98070,"No","1","No",985,2014,6,5,7
"216",121039038,12.0376539939052,169000,"20140819T000000","3","1.5","2",1470,18459,1470,1916,0,0,0,"0",98023,"No","0","No",929,2014,8,4,6
"217",121039042,12.9598444479066,425000,"20150313T000000","3","2.75","1.5",3610,107386,3130,1918,1962,480,1,"3",98023,"Yes","1","No",723,2015,3,3,8
"218",121039083,13.3518865356826,629000,"20150206T000000","3","1.75","2",1460,12367,1120,1970,0,340,1,"4",98023,"No","1","No",758,2015,2,4,8
"219",121039156,12.4252081754468,249000,"20150109T000000","3","1","1",1030,24750,1030,1943,0,0,0,"2",98023,"No","0","No",786,2015,1,3,5
"220",121059007,12.2548628096996,210000,"20140808T000000","4","1","1",1200,43560,1200,1968,0,0,0,"0",98042,"No","0","No",940,2014,8,3,5
"221",121059038,12.893955996415,397900,"20150324T000000","3","2.75","1",2500,35245,1580,2000,0,920,0,"0",98042,"No","0","No",712,2015,3,3,7
"222",121059147,12.8790171187726,392000,"20141104T000000","4","2.5","2",2300,41167,2300,1988,0,0,0,"0",98042,"No","0","No",852,2014,11,3,7
"223",122029066,13.1021606700868,490000,"20150508T000000","3","1.75","2",2020,215622,2020,1975,0,0,0,"0",98070,"No","0","No",667,2015,5,4,7
"224",122069107,12.965709567359,427500,"20141204T000000","3","1.5","1.5",1900,43186,1300,1971,0,600,0,"0",98038,"No","0","No",822,2014,12,4,7
"225",123000110,13.1615840905576,520000,"20140930T000000","2","1","1",910,5000,910,1924,0,0,0,"0",98107,"No","0","Yes",887,2014,9,3,7
"226",123039128,12.6915804613119,325000,"20140904T000000","4","1","1.5",1400,9384,1400,1948,0,0,0,"0",98106,"No","0","Yes",913,2014,9,4,6
"227",123039147,13.0496851519063,464950,"20150319T000000","3","2","1",2190,19800,2190,1994,0,0,0,"0",98146,"No","0","Yes",717,2015,3,3,7
"228",123039176,12.8989397868828,399888,"20141212T000000","4","1","1.5",2370,30200,1570,1948,0,800,0,"0",98146,"No","0","Yes",814,2014,12,4,7
"229",123039207,12.5532021766254,283000,"20141209T000000","4","2","1",2100,8160,1200,1959,0,900,0,"0",98106,"No","0","Yes",817,2014,12,3,7
"230",123039279,12.0137007528827,165000,"20140711T000000","2","1","1",640,7768,640,1942,0,0,0,"0",98106,"No","0","Yes",968,2014,7,3,6
"231",123039313,12.9598444479066,425000,"20150410T000000","4","2.5","2",1920,9000,1920,1989,0,0,0,"0",98126,"No","0","Yes",695,2015,4,2,7
"232",123039333,12.3883942023241,240000,"20140609T000000","4","1","1.5",1910,16320,1910,1934,0,0,0,"0",98106,"No","0","Yes",1000,2014,6,3,6
"233",123039336,11.9049675527463,148000,"20140611T000000","1","1","1",620,8261,620,1939,0,0,0,"0",98106,"No","0","Yes",998,2014,6,3,5
"237",123039346,12.7218858108072,335000,"20150430T000000","3","1.75","1",1260,17000,1260,1994,0,0,0,"0",98146,"No","0","Yes",675,2015,4,3,7
"238",123039364,12.6115377536383,3e+05,"20140521T000000","2","1","1",970,13700,970,1949,0,0,0,"0",98106,"No","0","Yes",1019,2014,5,3,6
"239",123039376,13.1900220258781,535000,"20140820T000000","4","2.75","1",2360,15100,2360,2014,0,0,0,"0",98146,"No","0","Yes",928,2014,8,3,8
"240",123039420,12.6410965558799,309000,"20150428T000000","3","1","1",1300,7200,1300,1952,0,0,0,"0",98146,"No","0","Yes",677,2015,4,4,7
"241",123039424,12.6214880844915,303000,"20140710T000000","2","2","1",970,9750,970,1940,0,0,0,"0",98146,"No","0","Yes",969,2014,7,5,6
"242",123039570,13.0919041699196,485000,"20140708T000000","4","2.25","1",1900,7200,1370,1977,0,530,0,"0",98146,"No","0","Yes",971,2014,7,3,8
"243",123039604,11.5376180775606,102500,"20140701T000000","2","1","1",820,4320,820,1937,0,0,0,"0",98106,"No","0","Yes",978,2014,7,3,5
"244",123039626,12.594730635322,295000,"20141022T000000","3","2.25","1",1330,7200,900,1974,0,430,0,"0",98146,"No","0","Yes",865,2014,10,3,7
"245",123039633,12.7937204118974,359950,"20140909T000000","3","1.75","1",1570,6975,1040,1979,0,530,0,"0",98126,"No","0","Yes",908,2014,9,3,7
"246",123039642,13.1993244185405,540000,"20150501T000000","3","2.5","1",1970,14876,1320,1981,0,650,0,"0",98146,"No","0","Yes",674,2015,5,3,7
"247",123059042,13.1806322855283,530000,"20150423T000000","3","2.25","1",2190,220414,1330,1976,0,860,0,"0",98059,"No","0","No",682,2015,4,4,7
"248",123059046,13.0626133729986,471000,"20150326T000000","4","2.25","2",3410,57063,2410,1978,0,1000,0,"0",98059,"No","0","No",710,2015,3,4,8
"249",123059071,12.9945300058944,440000,"20140708T000000","3","2","2",1860,217800,1860,1998,0,0,0,"2",98059,"No","0","No",971,2014,7,3,8
"250",123059127,13.3455069287185,625000,"20140502T000000","4","3.25","1",2730,54014,1560,2007,0,1170,0,"0",98059,"No","0","No",1038,2014,5,3,9
"251",123079023,12.7826860098342,356000,"20141124T000000","2","1","1",1430,365904,1010,1991,0,420,0,"0",98065,"No","0","No",832,2014,11,3,7
"252",124000160,13.2410349071218,563000,"20140701T000000","4","1","1.5",1410,3376,1410,1911,0,0,0,"0",98107,"No","0","Yes",978,2014,7,5,7
"253",124069032,13.3046849341983,6e+05,"20140505T000000","3","1.75","1",1670,39639,1670,1976,1992,0,0,"0",98075,"Yes","0","No",1035,2014,5,4,8
"254",125039021,13.2621253197795,575000,"20140924T000000","2","1","1.5",1230,2726,880,1920,0,350,0,"0",98117,"No","0","Yes",893,2014,9,3,7
"255",125039025,13.1806322855283,530000,"20140611T000000","3","1.75","1",1550,3680,1050,1927,0,500,0,"0",98117,"No","0","Yes",998,2014,6,3,7
"256",125059138,13.1421660047005,510000,"20140722T000000","6","4.5","2",3300,7561,3300,1980,0,0,0,"0",98052,"No","0","No",957,2014,7,3,8
"257",125059178,13.1421660047005,510000,"20140722T000000","6","4.5","2",3300,7480,3300,1980,0,0,0,"0",98052,"No","0","No",957,2014,7,3,8
"258",125059179,13.1421660047005,510000,"20140723T000000","6","4.5","2",3300,7200,3300,1980,0,0,0,"0",98052,"No","0","No",956,2014,7,3,8
"259",125069038,14.576316386998,2140000,"20141125T000000","4","3.75","2",5150,453895,4360,1997,0,790,0,"3",98053,"No","0","No",831,2014,11,3,11
"260",126039213,12.809021558172,365500,"20141203T000000","2","1","1",1140,15624,1140,1909,0,0,0,"0",98177,"No","0","Yes",823,2014,12,4,6
"261",126039252,12.9360337992128,415000,"20140709T000000","4","1.5","1.5",1840,11367,1840,1950,0,0,0,"0",98177,"No","0","Yes",970,2014,7,4,7
"262",126039256,12.9828713985857,434900,"20140904T000000","3","2","2",1520,5040,1520,1977,2006,0,0,"0",98177,"Yes","0","Yes",913,2014,9,3,7
"263",126039305,12.7512996960135,345000,"20141013T000000","1","1","1",540,10125,540,1961,0,0,0,"0",98177,"No","0","Yes",874,2014,10,3,5
"264",126039323,12.942039823273,417500,"20150224T000000","5","1.75","1",2060,10911,1360,1954,0,700,0,"0",98177,"No","0","Yes",740,2015,2,4,7
"265",126039394,13.1711535415738,525000,"20150508T000000","4","2.75","1",2300,26650,2300,1950,0,0,0,"0",98177,"No","0","Yes",667,2015,5,4,8
"266",126039413,13.0583580474284,469000,"20140710T000000","5","2.5","1",2690,11745,1790,1960,0,900,0,"0",98177,"No","0","Yes",969,2014,7,3,8
"267",126039467,13.4588356140255,7e+05,"20150114T000000","4","2.5","2",3040,7200,3040,2008,0,0,0,"0",98177,"No","0","Yes",781,2015,1,3,9
"268",126039599,13.0710700830168,475000,"20150326T000000","4","2.25","1",1800,7200,1230,1979,0,570,0,"0",98177,"No","0","Yes",710,2015,3,3,7
"269",126049100,12.8942072842666,398000,"20141104T000000","3","1.75","1",1830,27468,1830,1954,0,0,0,"0",98028,"No","0","No",852,2014,11,3,7
"270",126049167,12.8479265317026,380000,"20140619T000000","4","2.25","1",2150,20181,1090,1963,0,1060,0,"0",98028,"No","0","No",990,2014,6,3,7
"271",126049169,13.0170028617465,450000,"20140828T000000","3","1.75","1",1540,61419,1540,1967,0,0,0,"0",98028,"No","0","No",920,2014,8,3,7
"272",126049217,12.8992198260901,4e+05,"20140604T000000","3","1.75","1",1530,10731,1530,1986,0,0,0,"0",98028,"No","0","No",1005,2014,6,3,7
"273",126049231,13.0058295611484,445000,"20140516T000000","3","3","1",1970,24318,1970,2010,0,0,0,"0",98028,"No","0","No",1024,2014,5,3,8
"274",126059005,13.2122040814041,547000,"20150115T000000","5","3","1",2200,103237,1160,1971,0,1040,0,"0",98072,"No","0","No",780,2015,1,3,7
"275",126059018,12.8866410438833,395000,"20150108T000000","4","2.25","2",1780,10748,1780,1964,0,0,0,"0",98072,"No","0","No",787,2015,1,4,8
"276",126059019,13.5911162247484,799000,"20150316T000000","4","2.5","1",3170,94855,1910,1978,0,1260,0,"0",98072,"No","0","No",720,2015,3,4,9
"277",126059021,12.2060726455302,2e+05,"20150402T000000","4","1","1.5",1020,42966,1020,1922,0,0,0,"0",98072,"No","0","No",703,2015,4,4,6
"278",126059097,13.5606183083355,775000,"20141023T000000","3","3.5","2",2690,104544,2690,1948,1990,0,0,"0",98072,"Yes","0","No",864,2014,10,3,8
"279",126059225,13.1711535415738,525000,"20140806T000000","3","1.75","1",2300,43560,1350,1979,0,950,0,"0",98077,"No","0","No",942,2014,8,4,7
"280",126059242,13.2176735572087,550000,"20141119T000000","3","1.75","1",1880,45738,1410,1980,0,470,0,"0",98072,"No","0","No",837,2014,11,4,8
"281",126059310,13.8155105579643,1e+06,"20141130T000000","3","2.25","1",3040,52302,3040,2005,0,0,0,"0",98072,"No","0","No",826,2014,11,3,9
"282",127100005,12.8400004664301,377000,"20150401T000000","4","1.75","1",1800,8385,900,1950,0,900,0,"0",98133,"No","0","Yes",704,2015,4,5,6
"283",128500260,12.4760997827432,262000,"20140508T000000","4","2.5","2",2020,6236,2020,2002,0,0,0,"0",98001,"No","0","No",1032,2014,5,3,7
"284",130000175,13.3923905146174,655000,"20140806T000000","4","2.75","1",3160,8197,1580,1962,0,1580,0,"0",98115,"No","0","Yes",942,2014,8,3,8
"285",133000070,12.1001564199386,179900,"20140916T000000","2","1","1",680,6400,680,1943,0,0,0,"0",98168,"No","0","No",901,2014,9,3,6
"286",133000127,12.4874851049684,265000,"20140623T000000","3","1","1.5",1620,9450,1620,1928,0,0,0,"0",98168,"No","0","No",986,2014,6,3,7
"287",133000135,12.5776362019627,290000,"20141120T000000","4","1.75","2",1990,18900,1870,1929,0,120,0,"0",98168,"No","0","No",836,2014,11,4,7
"288",133000271,12.7798730684576,355000,"20141201T000000","5","2.5","2",2540,5100,2540,2014,0,0,0,"0",98168,"No","0","No",825,2014,12,3,7
"289",136000220,13.2929496779799,593000,"20150325T000000","2","2.5","3",2000,2500,1810,1994,0,190,0,"1",98116,"No","0","Yes",711,2015,3,3,8
"290",139000185,13.5923670066501,8e+05,"20150428T000000","3","2.5","2",2100,4440,2100,1945,0,0,0,"4",98116,"No","0","Yes",677,2015,4,3,7
"291",142000165,13.5277618166235,749950,"20140507T000000","4","2.75","2",2600,6050,1960,1949,0,640,0,"0",98116,"No","0","Yes",1033,2014,5,5,8
"292",142000175,13.3455069287185,625000,"20140822T000000","3","1.75","1",2240,6050,1250,1950,0,990,0,"0",98116,"No","0","Yes",926,2014,8,4,8
"293",148000035,13.2067045258381,544000,"20140602T000000","3","1.5","1.5",1790,8203,1790,1910,0,0,0,"1",98116,"No","0","Yes",1007,2014,6,3,7
"294",148000072,13.3046849341983,6e+05,"20140818T000000","2","2.5","2",1830,1988,1530,2011,0,300,0,"0",98116,"No","0","Yes",930,2014,8,3,9
"295",148000375,13.7589402064759,945000,"20140619T000000","2","2.5","2",2540,7089,2540,2004,0,0,0,"0",98116,"No","0","Yes",990,2014,6,3,9
"296",148000440,12.6549164769403,313300,"20140818T000000","2","1","1",970,4800,970,1911,1940,0,0,"0",98116,"Yes","0","Yes",930,2014,8,3,6
"297",148000450,12.896716695872,399000,"20140530T000000","2","1","1",940,4800,940,1911,1955,0,0,"0",98116,"Yes","0","Yes",1010,2014,5,4,6
"298",148000475,14.1519827945855,1400000,"20140528T000000","4","3.25","1",4700,9160,2520,2005,0,2180,0,"4",98116,"No","0","Yes",1012,2014,5,3,11
"299",148000590,13.4939269338368,725000,"20140731T000000","4","2.75","1.5",2440,7042,1640,1941,0,800,0,"2",98116,"No","0","Yes",948,2014,7,4,7
"300",148000680,13.1806322855283,530000,"20141027T000000","3","1.75","1",1660,4800,960,1941,1996,700,0,"0",98116,"Yes","0","Yes",860,2014,10,3,7
"301",148000705,13.7101500423064,9e+05,"20150305T000000","4","3.5","2",3070,4440,2030,1922,2007,1040,0,"0",98116,"Yes","0","Yes",731,2015,3,3,9
"302",151000075,13.6600256551239,856000,"20150206T000000","3","2.5","2",2160,3920,2160,2014,0,0,0,"0",98116,"No","0","Yes",758,2015,2,3,9
"303",161000120,13.3847276418718,650000,"20141118T000000","4","2","1.5",2850,4497,1730,1910,0,1120,0,"1",98144,"No","0","Yes",838,2014,11,3,7
"304",162500015,12.8007797532769,362500,"20141020T000000","5","2","1",2330,8586,1270,1961,0,1060,0,"0",98133,"No","0","Yes",867,2014,10,4,7
"305",162500030,12.6884987947745,324000,"20141205T000000","3","1","1",1160,7202,1160,1957,0,0,0,"0",98133,"No","0","Yes",821,2014,12,4,7
"306",163000010,12.7068479334427,330000,"20140702T000000","4","2.5","2",2105,6093,2105,2003,0,0,0,"0",98042,"No","0","No",977,2014,7,3,8
"307",164000174,12.6115377536383,3e+05,"20140908T000000","3","1","1",1010,6300,1010,1957,0,0,0,"0",98133,"No","0","Yes",909,2014,9,3,7
"308",164000237,13.1123130415508,495000,"20140612T000000","4","2.5","2",2140,7245,2140,2003,0,0,0,"0",98133,"No","0","Yes",997,2014,6,3,7
"309",164000261,13.4588356140255,7e+05,"20140521T000000","4","3.25","2",2780,7875,2780,2006,0,0,0,"0",98133,"No","0","Yes",1019,2014,5,3,9
"310",164000267,12.6485123564297,311300,"20141016T000000","2","1","1",1000,7228,1000,1947,0,0,0,"0",98133,"No","0","Yes",871,2014,10,4,7
"311",164000271,12.7367008965923,340000,"20140905T000000","3","1","1.5",980,7228,980,1946,0,0,0,"0",98133,"No","0","Yes",912,2014,9,3,7
"312",164000361,13.5911162247484,799000,"20150421T000000","4","1.5","1",1810,6583,1500,1968,0,310,0,"0",98133,"No","0","Yes",684,2015,4,3,7
"313",170000060,13.9978321147582,1200000,"20141008T000000","5","3.5","2",3900,4400,2650,2014,0,1250,0,"0",98107,"No","0","Yes",879,2014,10,3,9
"314",170000215,13.5311562756052,752500,"20150324T000000","5","2.75","1.5",2720,4680,1710,1913,0,1010,0,"0",98107,"No","0","Yes",712,2015,3,4,8
"315",173000025,12.663497492569,316000,"20140825T000000","3","1","1.5",1130,7200,1130,1942,0,0,0,"0",98133,"No","0","Yes",923,2014,8,4,6
"316",173000036,12.6977154498794,327000,"20141007T000000","3","3","3",1370,1001,1370,2009,0,0,0,"0",98133,"No","0","Yes",880,2014,10,3,8
"317",173000140,13.0960194020647,487000,"20140722T000000","3","1.75","2",1770,10125,1770,1944,1978,0,0,"0",98133,"Yes","0","Yes",957,2014,7,3,7
"318",179000100,12.0668105781967,174000,"20140826T000000","2","1","1",600,4854,600,1922,0,0,0,"0",98168,"No","0","No",922,2014,8,5,6
"319",179000240,12.5793588552741,290500,"20150325T000000","4","2.5","2",1680,3000,1680,2003,0,0,0,"0",98178,"No","0","Yes",711,2015,3,3,7
"320",179000350,12.1756134380455,194000,"20141105T000000","3","1.5","1",1010,5000,1010,1943,0,0,0,"0",98178,"No","0","Yes",851,2014,11,3,6
"321",179000505,12.4568313638774,257000,"20141024T000000","3","1.75","1",1800,9000,1200,1961,0,600,0,"0",98178,"No","0","Yes",863,2014,10,3,7
"322",179001046,12.3414772825364,229000,"20140508T000000","3","2.5","2",1190,3000,1190,2002,0,0,0,"0",98178,"No","0","Yes",1032,2014,5,3,7
"323",179001101,11.8130300574206,135000,"20150105T000000","3","1","1",840,3000,840,1943,0,0,0,"0",98178,"No","0","Yes",790,2015,1,3,5
"324",179001425,12.3458345879053,230000,"20141024T000000","3","1.75","1",1420,3000,710,1931,2014,710,0,"0",98178,"Yes","0","Yes",863,2014,10,3,5
"325",179001455,13.0058295611484,445000,"20141107T000000","4","3.25","2",3450,5000,3450,2008,0,0,0,"0",98178,"No","0","Yes",849,2014,11,3,8
"326",179003055,12.2548628096996,210000,"20141113T000000","3","1","1",1200,7500,1200,1905,1989,0,0,"0",98178,"Yes","0","Yes",843,2014,11,3,6
"327",182000350,12.5689781392195,287500,"20150325T000000","5","2","1.5",2020,67953,1620,1936,0,400,0,"0",98178,"No","0","Yes",711,2015,3,4,7
"328",185000118,12.2643415536542,212000,"20150223T000000","4","2","1",1880,7500,980,1946,0,900,0,"0",98178,"No","0","Yes",741,2015,2,5,6
"329",185000161,12.4722756863048,261000,"20141015T000000","3","1","1",1780,7800,1060,1957,0,720,0,"0",98178,"No","0","Yes",872,2014,10,3,7
"330",191100045,13.7536351542462,940000,"20140703T000000","4","2","2",2490,9525,2490,1968,0,0,0,"0",98040,"No","0","No",976,2014,7,5,9
"331",191100140,13.8737794660882,1060000,"20150316T000000","4","2.5","2",2250,10160,2250,1967,0,0,0,"0",98040,"No","0","No",720,2015,3,5,8
"332",191100235,14.0778748224318,1300000,"20140603T000000","4","3.5","1.5",2790,10125,2790,1985,0,0,0,"0",98040,"No","0","No",1006,2014,6,5,8
"333",191100250,13.5278284855125,750000,"20150320T000000","4","2.25","1",2160,9525,1080,1961,0,1080,0,"0",98040,"No","0","No",716,2015,3,3,8
"334",191100275,14.1156151504146,1350000,"20140926T000000","4","3.5","2",3500,9525,3500,1999,0,0,0,"0",98040,"No","0","No",891,2014,9,3,10
"335",191100405,14.2729354050031,1580000,"20150421T000000","4","3.25","2",3410,10125,3410,2007,0,0,0,"0",98040,"No","0","No",684,2015,4,3,10
"336",191100410,13.7855666815912,970500,"20140620T000000","3","2.75","2",2470,10125,2470,1960,2012,0,0,"0",98040,"Yes","0","No",989,2014,6,3,8
